,PRIM_STA_C,SAMP_DATE,FINDING,system,chem,mcl,lat,long,delta_results,ARSENIC,FLUORIDE (F) (NATURAL-SOURCE),GROSS ALPHA,NITRATE (AS NO3),PERCHLORATE,TETRACHLOROETHYLENE,URANIUM (PCI/L),URANIUM MDA95,nitrate_reading,alpha_reading,as_reading,pce_reading,f_reading,perc_reading,u_(pci/l)_reading,u_mda95_reading
1021,1500407-006,2012-11-26,6.555,1500407,ARSENIC,10.0,35.717543,-118.488611,-3.4450000000000003,1,0,0,0,0,0,0,0,-3.4450000000000003,-3.4450000000000003,-3.4450000000000003,-3.4450000000000003,-3.4450000000000003,-3.4450000000000003,-3.4450000000000003,-3.4450000000000003
1022,1500407-006,2012-12-18,6.317,1500407,ARSENIC,10.0,35.717543,-118.488611,-3.683,1,0,0,0,0,0,0,0,-3.683,-3.683,-3.683,-3.683,-3.683,-3.683,-3.683,-3.683
1023,1500407-006,2013-01-22,6.368,1500407,ARSENIC,10.0,35.717543,-118.488611,-3.6319999999999997,1,0,0,0,0,0,0,0,-3.6319999999999997,-3.6319999999999997,-3.6319999999999997,-3.6319999999999997,-3.6319999999999997,-3.6319999999999997,-3.6319999999999997,-3.6319999999999997
1024,1500407-006,2013-01-22,0.24,1500407,FLUORIDE (F) (NATURAL-SOURCE),2.0,35.717543,-118.488611,-1.76,0,1,0,0,0,0,0,0,-1.76,-1.76,-1.76,-1.76,-1.76,-1.76,-1.76,-1.76
1025,1500407-006,2013-01-22,6.0,1500407,ARSENIC,10.0,35.717543,-118.488611,-4.0,1,0,0,0,0,0,0,0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0
1026,1500407-006,2013-01-22,3.0,1500407,NITRATE (AS NO3),45.0,35.717543,-118.488611,-42.0,0,0,0,1,0,0,0,0,-42.0,-42.0,-42.0,-42.0,-42.0,-42.0,-42.0,-42.0
1027,1500407-006,2013-01-22,4.0,1500407,PERCHLORATE,6.0,35.717543,-118.488611,-2.0,0,0,0,0,1,0,0,0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0
1028,1500407-006,2013-02-19,3.51,1500407,ARSENIC,10.0,35.717543,-118.488611,-6.49,1,0,0,0,0,0,0,0,-6.49,-6.49,-6.49,-6.49,-6.49,-6.49,-6.49,-6.49
1029,1500407-006,2013-03-12,7.429,1500407,ARSENIC,10.0,35.717543,-118.488611,-2.5709999999999997,1,0,0,0,0,0,0,0,-2.5709999999999997,-2.5709999999999997,-2.5709999999999997,-2.5709999999999997,-2.5709999999999997,-2.5709999999999997,-2.5709999999999997,-2.5709999999999997
1030,1500407-006,2013-04-16,3.131,1500407,ARSENIC,10.0,35.717543,-118.488611,-6.869,1,0,0,0,0,0,0,0,-6.869,-6.869,-6.869,-6.869,-6.869,-6.869,-6.869,-6.869
1031,1500407-006,2013-05-14,6.408,1500407,ARSENIC,10.0,35.717543,-118.488611,-3.5919999999999996,1,0,0,0,0,0,0,0,-3.5919999999999996,-3.5919999999999996,-3.5919999999999996,-3.5919999999999996,-3.5919999999999996,-3.5919999999999996,-3.5919999999999996,-3.5919999999999996
1032,1500407-006,2013-06-12,5.2,1500407,ARSENIC,10.0,35.717543,-118.488611,-4.8,1,0,0,0,0,0,0,0,-4.8,-4.8,-4.8,-4.8,-4.8,-4.8,-4.8,-4.8
1033,1500407-006,2013-07-16,7.3,1500407,ARSENIC,10.0,35.717543,-118.488611,-2.7,1,0,0,0,0,0,0,0,-2.7,-2.7,-2.7,-2.7,-2.7,-2.7,-2.7,-2.7
1034,1500407-006,2013-08-13,6.937,1500407,ARSENIC,10.0,35.717543,-118.488611,-3.0629999999999997,1,0,0,0,0,0,0,0,-3.0629999999999997,-3.0629999999999997,-3.0629999999999997,-3.0629999999999997,-3.0629999999999997,-3.0629999999999997,-3.0629999999999997,-3.0629999999999997
1035,1500407-006,2013-10-02,6.062,1500407,ARSENIC,10.0,35.717543,-118.488611,-3.9379999999999997,1,0,0,0,0,0,0,0,-3.9379999999999997,-3.9379999999999997,-3.9379999999999997,-3.9379999999999997,-3.9379999999999997,-3.9379999999999997,-3.9379999999999997,-3.9379999999999997
1036,1500407-006,2013-10-15,7.703,1500407,ARSENIC,10.0,35.717543,-118.488611,-2.2969999999999997,1,0,0,0,0,0,0,0,-2.2969999999999997,-2.2969999999999997,-2.2969999999999997,-2.2969999999999997,-2.2969999999999997,-2.2969999999999997,-2.2969999999999997,-2.2969999999999997
1037,1500407-006,2013-11-12,6.379,1500407,ARSENIC,10.0,35.717543,-118.488611,-3.6210000000000004,1,0,0,0,0,0,0,0,-3.6210000000000004,-3.6210000000000004,-3.6210000000000004,-3.6210000000000004,-3.6210000000000004,-3.6210000000000004,-3.6210000000000004,-3.6210000000000004
1038,1500407-006,2013-12-16,5.344,1500407,ARSENIC,10.0,35.717543,-118.488611,-4.656,1,0,0,0,0,0,0,0,-4.656,-4.656,-4.656,-4.656,-4.656,-4.656,-4.656,-4.656
1039,1500407-006,2014-01-07,7.497,1500407,ARSENIC,10.0,35.717543,-118.488611,-2.503,1,0,0,0,0,0,0,0,-2.503,-2.503,-2.503,-2.503,-2.503,-2.503,-2.503,-2.503
1040,1500407-006,2014-01-07,0.21,1500407,FLUORIDE (F) (NATURAL-SOURCE),2.0,35.717543,-118.488611,-1.79,0,1,0,0,0,0,0,0,-1.79,-1.79,-1.79,-1.79,-1.79,-1.79,-1.79,-1.79
1041,1500407-006,2014-01-07,6.4,1500407,ARSENIC,10.0,35.717543,-118.488611,-3.5999999999999996,1,0,0,0,0,0,0,0,-3.5999999999999996,-3.5999999999999996,-3.5999999999999996,-3.5999999999999996,-3.5999999999999996,-3.5999999999999996,-3.5999999999999996,-3.5999999999999996
1042,1500407-006,2014-01-07,2.6,1500407,NITRATE (AS NO3),45.0,35.717543,-118.488611,-42.4,0,0,0,1,0,0,0,0,-42.4,-42.4,-42.4,-42.4,-42.4,-42.4,-42.4,-42.4
1043,1500407-006,2014-01-07,4.0,1500407,PERCHLORATE,6.0,35.717543,-118.488611,-2.0,0,0,0,0,1,0,0,0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0
1044,1500407-006,2014-02-10,6.199,1500407,ARSENIC,10.0,35.717543,-118.488611,-3.801,1,0,0,0,0,0,0,0,-3.801,-3.801,-3.801,-3.801,-3.801,-3.801,-3.801,-3.801
1045,1500407-006,2014-03-17,4.219,1500407,ARSENIC,10.0,35.717543,-118.488611,-5.781,1,0,0,0,0,0,0,0,-5.781,-5.781,-5.781,-5.781,-5.781,-5.781,-5.781,-5.781
1046,1500407-006,2014-05-12,6.401,1500407,ARSENIC,10.0,35.717543,-118.488611,-3.599,1,0,0,0,0,0,0,0,-3.599,-3.599,-3.599,-3.599,-3.599,-3.599,-3.599,-3.599
1047,1500407-006,2014-06-16,5.5,1500407,ARSENIC,10.0,35.717543,-118.488611,-4.5,1,0,0,0,0,0,0,0,-4.5,-4.5,-4.5,-4.5,-4.5,-4.5,-4.5,-4.5
1048,1500407-006,2014-06-16,7.957,1500407,URANIUM (PCI/L),20.0,35.717543,-118.488611,-12.043,0,0,0,0,0,0,1,0,-12.043,-12.043,-12.043,-12.043,-12.043,-12.043,-12.043,-12.043
1049,1500407-006,2014-07-22,5.846,1500407,ARSENIC,10.0,35.717543,-118.488611,-4.154,1,0,0,0,0,0,0,0,-4.154,-4.154,-4.154,-4.154,-4.154,-4.154,-4.154,-4.154
1050,1500407-006,2014-07-22,8.62,1500407,URANIUM (PCI/L),20.0,35.717543,-118.488611,-11.38,0,0,0,0,0,0,1,0,-11.38,-11.38,-11.38,-11.38,-11.38,-11.38,-11.38,-11.38
1051,1500407-006,2014-08-12,6.316,1500407,ARSENIC,10.0,35.717543,-118.488611,-3.684,1,0,0,0,0,0,0,0,-3.684,-3.684,-3.684,-3.684,-3.684,-3.684,-3.684,-3.684
1052,1500407-006,2014-08-12,8.468,1500407,URANIUM (PCI/L),20.0,35.717543,-118.488611,-11.532,0,0,0,0,0,0,1,0,-11.532,-11.532,-11.532,-11.532,-11.532,-11.532,-11.532,-11.532
1053,1500407-006,2014-09-16,7.195,1500407,ARSENIC,10.0,35.717543,-118.488611,-2.8049999999999997,1,0,0,0,0,0,0,0,-2.8049999999999997,-2.8049999999999997,-2.8049999999999997,-2.8049999999999997,-2.8049999999999997,-2.8049999999999997,-2.8049999999999997,-2.8049999999999997
1054,1500407-006,2014-10-08,6.602,1500407,ARSENIC,10.0,35.717543,-118.488611,-3.3979999999999997,1,0,0,0,0,0,0,0,-3.3979999999999997,-3.3979999999999997,-3.3979999999999997,-3.3979999999999997,-3.3979999999999997,-3.3979999999999997,-3.3979999999999997,-3.3979999999999997
1055,1500407-006,2014-10-08,8.933,1500407,URANIUM (PCI/L),20.0,35.717543,-118.488611,-11.067,0,0,0,0,0,0,1,0,-11.067,-11.067,-11.067,-11.067,-11.067,-11.067,-11.067,-11.067
1056,1500407-006,2014-11-18,6.634,1500407,ARSENIC,10.0,35.717543,-118.488611,-3.3659999999999997,1,0,0,0,0,0,0,0,-3.3659999999999997,-3.3659999999999997,-3.3659999999999997,-3.3659999999999997,-3.3659999999999997,-3.3659999999999997,-3.3659999999999997,-3.3659999999999997
1057,1500407-006,2014-12-16,6.078,1500407,ARSENIC,10.0,35.717543,-118.488611,-3.9219999999999997,1,0,0,0,0,0,0,0,-3.9219999999999997,-3.9219999999999997,-3.9219999999999997,-3.9219999999999997,-3.9219999999999997,-3.9219999999999997,-3.9219999999999997,-3.9219999999999997
1058,1500407-006,2015-01-21,6.878,1500407,ARSENIC,10.0,35.717543,-118.488611,-3.122,1,0,0,0,0,0,0,0,-3.122,-3.122,-3.122,-3.122,-3.122,-3.122,-3.122,-3.122
1059,1500407-006,2015-01-21,11.734,1500407,URANIUM (PCI/L),20.0,35.717543,-118.488611,-8.266,0,0,0,0,0,0,1,0,-8.266,-8.266,-8.266,-8.266,-8.266,-8.266,-8.266,-8.266
1060,1500407-006,2015-01-21,0.0,1500407,TETRACHLOROETHYLENE,5.0,35.717543,-118.488611,-5.0,0,0,0,0,0,1,0,0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0
1061,1500407-006,2015-01-21,0.22,1500407,FLUORIDE (F) (NATURAL-SOURCE),2.0,35.717543,-118.488611,-1.78,0,1,0,0,0,0,0,0,-1.78,-1.78,-1.78,-1.78,-1.78,-1.78,-1.78,-1.78
1062,1500407-006,2015-01-21,2.1,1500407,ARSENIC,10.0,35.717543,-118.488611,-7.9,1,0,0,0,0,0,0,0,-7.9,-7.9,-7.9,-7.9,-7.9,-7.9,-7.9,-7.9
1063,1500407-006,2015-01-21,2.2,1500407,NITRATE (AS NO3),45.0,35.717543,-118.488611,-42.8,0,0,0,1,0,0,0,0,-42.8,-42.8,-42.8,-42.8,-42.8,-42.8,-42.8,-42.8
1064,1500407-006,2015-01-21,4.0,1500407,PERCHLORATE,6.0,35.717543,-118.488611,-2.0,0,0,0,0,1,0,0,0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0
1065,1500407-006,2015-01-21,7.2,1500407,GROSS ALPHA,15.0,35.717543,-118.488611,-7.8,0,0,1,0,0,0,0,0,-7.8,-7.8,-7.8,-7.8,-7.8,-7.8,-7.8,-7.8
1066,1500407-006,2015-02-24,3.482,1500407,ARSENIC,10.0,35.717543,-118.488611,-6.518,1,0,0,0,0,0,0,0,-6.518,-6.518,-6.518,-6.518,-6.518,-6.518,-6.518,-6.518
1067,1500407-006,2015-03-17,4.131,1500407,ARSENIC,10.0,35.717543,-118.488611,-5.869,1,0,0,0,0,0,0,0,-5.869,-5.869,-5.869,-5.869,-5.869,-5.869,-5.869,-5.869
1068,1500407-006,2015-04-13,3.635,1500407,ARSENIC,10.0,35.717543,-118.488611,-6.365,1,0,0,0,0,0,0,0,-6.365,-6.365,-6.365,-6.365,-6.365,-6.365,-6.365,-6.365
1069,1500407-006,2015-04-13,9.667,1500407,URANIUM (PCI/L),20.0,35.717543,-118.488611,-10.333,0,0,0,0,0,0,1,0,-10.333,-10.333,-10.333,-10.333,-10.333,-10.333,-10.333,-10.333
1070,1500407-006,2015-05-20,3.326,1500407,ARSENIC,10.0,35.717543,-118.488611,-6.6739999999999995,1,0,0,0,0,0,0,0,-6.6739999999999995,-6.6739999999999995,-6.6739999999999995,-6.6739999999999995,-6.6739999999999995,-6.6739999999999995,-6.6739999999999995,-6.6739999999999995
1071,1500407-006,2015-05-20,10.302,1500407,URANIUM (PCI/L),20.0,35.717543,-118.488611,-9.698,0,0,0,0,0,0,1,0,-9.698,-9.698,-9.698,-9.698,-9.698,-9.698,-9.698,-9.698
1072,1500407-006,2015-06-08,6.341,1500407,ARSENIC,10.0,35.717543,-118.488611,-3.659,1,0,0,0,0,0,0,0,-3.659,-3.659,-3.659,-3.659,-3.659,-3.659,-3.659,-3.659
1073,1500407-006,2015-06-08,10.208,1500407,URANIUM (PCI/L),20.0,35.717543,-118.488611,-9.792,0,0,0,0,0,0,1,0,-9.792,-9.792,-9.792,-9.792,-9.792,-9.792,-9.792,-9.792
1074,1500407-006,2015-07-14,8.704,1500407,ARSENIC,10.0,35.717543,-118.488611,-1.2959999999999994,1,0,0,0,0,0,0,0,-1.2959999999999994,-1.2959999999999994,-1.2959999999999994,-1.2959999999999994,-1.2959999999999994,-1.2959999999999994,-1.2959999999999994,-1.2959999999999994
1075,1500407-006,2015-08-17,8.09,1500407,ARSENIC,10.0,35.717543,-118.488611,-1.9100000000000001,1,0,0,0,0,0,0,0,-1.9100000000000001,-1.9100000000000001,-1.9100000000000001,-1.9100000000000001,-1.9100000000000001,-1.9100000000000001,-1.9100000000000001,-1.9100000000000001
1076,1500407-006,2015-09-14,8.355,1500407,ARSENIC,10.0,35.717543,-118.488611,-1.6449999999999996,1,0,0,0,0,0,0,0,-1.6449999999999996,-1.6449999999999996,-1.6449999999999996,-1.6449999999999996,-1.6449999999999996,-1.6449999999999996,-1.6449999999999996,-1.6449999999999996
1077,1500407-006,2015-10-20,8.018,1500407,ARSENIC,10.0,35.717543,-118.488611,-1.9819999999999993,1,0,0,0,0,0,0,0,-1.9819999999999993,-1.9819999999999993,-1.9819999999999993,-1.9819999999999993,-1.9819999999999993,-1.9819999999999993,-1.9819999999999993,-1.9819999999999993
1078,1500407-006,2015-11-17,8.669,1500407,ARSENIC,10.0,35.717543,-118.488611,-1.3309999999999995,1,0,0,0,0,0,0,0,-1.3309999999999995,-1.3309999999999995,-1.3309999999999995,-1.3309999999999995,-1.3309999999999995,-1.3309999999999995,-1.3309999999999995,-1.3309999999999995
1079,1500407-006,2015-12-08,8.737,1500407,ARSENIC,10.0,35.717543,-118.488611,-1.263,1,0,0,0,0,0,0,0,-1.263,-1.263,-1.263,-1.263,-1.263,-1.263,-1.263,-1.263
1080,1500407-006,2016-01-19,4.548,1500407,ARSENIC,10.0,35.717543,-118.488611,-5.452,1,0,0,0,0,0,0,0,-5.452,-5.452,-5.452,-5.452,-5.452,-5.452,-5.452,-5.452
1081,1500407-006,2016-01-19,0.23,1500407,FLUORIDE (F) (NATURAL-SOURCE),2.0,35.717543,-118.488611,-1.77,0,1,0,0,0,0,0,0,-1.77,-1.77,-1.77,-1.77,-1.77,-1.77,-1.77,-1.77
1082,1500407-006,2016-01-19,3.5,1500407,ARSENIC,10.0,35.717543,-118.488611,-6.5,1,0,0,0,0,0,0,0,-6.5,-6.5,-6.5,-6.5,-6.5,-6.5,-6.5,-6.5
1083,1500407-006,2016-01-19,4.0,1500407,PERCHLORATE,6.0,35.717543,-118.488611,-2.0,0,0,0,0,1,0,0,0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0
1084,1500407-006,2016-02-17,6.587,1500407,ARSENIC,10.0,35.717543,-118.488611,-3.4130000000000003,1,0,0,0,0,0,0,0,-3.4130000000000003,-3.4130000000000003,-3.4130000000000003,-3.4130000000000003,-3.4130000000000003,-3.4130000000000003,-3.4130000000000003,-3.4130000000000003
1085,1500407-006,2016-03-08,5.394,1500407,ARSENIC,10.0,35.717543,-118.488611,-4.606,1,0,0,0,0,0,0,0,-4.606,-4.606,-4.606,-4.606,-4.606,-4.606,-4.606,-4.606
1086,1500407-006,2016-04-12,3.893,1500407,ARSENIC,10.0,35.717543,-118.488611,-6.107,1,0,0,0,0,0,0,0,-6.107,-6.107,-6.107,-6.107,-6.107,-6.107,-6.107,-6.107
1087,1500407-006,2016-05-10,4.571,1500407,ARSENIC,10.0,35.717543,-118.488611,-5.429,1,0,0,0,0,0,0,0,-5.429,-5.429,-5.429,-5.429,-5.429,-5.429,-5.429,-5.429
1088,1500407-006,2016-06-07,5.272,1500407,ARSENIC,10.0,35.717543,-118.488611,-4.728,1,0,0,0,0,0,0,0,-4.728,-4.728,-4.728,-4.728,-4.728,-4.728,-4.728,-4.728
1089,1500407-006,2016-07-19,7.304,1500407,ARSENIC,10.0,35.717543,-118.488611,-2.6959999999999997,1,0,0,0,0,0,0,0,-2.6959999999999997,-2.6959999999999997,-2.6959999999999997,-2.6959999999999997,-2.6959999999999997,-2.6959999999999997,-2.6959999999999997,-2.6959999999999997
1090,1500407-006,2016-07-19,8.625,1500407,URANIUM (PCI/L),20.0,35.717543,-118.488611,-11.375,0,0,0,0,0,0,1,0,-11.375,-11.375,-11.375,-11.375,-11.375,-11.375,-11.375,-11.375
1091,1500407-006,2016-08-15,5.272,1500407,ARSENIC,10.0,35.717543,-118.488611,-4.728,1,0,0,0,0,0,0,0,-4.728,-4.728,-4.728,-4.728,-4.728,-4.728,-4.728,-4.728
1092,1500407-006,2016-08-15,7.704,1500407,URANIUM (PCI/L),20.0,35.717543,-118.488611,-12.296,0,0,0,0,0,0,1,0,-12.296,-12.296,-12.296,-12.296,-12.296,-12.296,-12.296,-12.296
1093,1500407-006,2016-09-07,8.45,1500407,ARSENIC,10.0,35.717543,-118.488611,-1.5500000000000007,1,0,0,0,0,0,0,0,-1.5500000000000007,-1.5500000000000007,-1.5500000000000007,-1.5500000000000007,-1.5500000000000007,-1.5500000000000007,-1.5500000000000007,-1.5500000000000007
1094,1500407-006,2016-10-12,9.414,1500407,ARSENIC,10.0,35.717543,-118.488611,-0.5860000000000003,1,0,0,0,0,0,0,0,-0.5860000000000003,-0.5860000000000003,-0.5860000000000003,-0.5860000000000003,-0.5860000000000003,-0.5860000000000003,-0.5860000000000003,-0.5860000000000003
1095,1500407-006,2016-11-14,9.092,1500407,ARSENIC,10.0,35.717543,-118.488611,-0.9079999999999995,1,0,0,0,0,0,0,0,-0.9079999999999995,-0.9079999999999995,-0.9079999999999995,-0.9079999999999995,-0.9079999999999995,-0.9079999999999995,-0.9079999999999995,-0.9079999999999995
1096,1500407-006,2016-12-13,7.948,1500407,ARSENIC,10.0,35.717543,-118.488611,-2.0519999999999996,1,0,0,0,0,0,0,0,-2.0519999999999996,-2.0519999999999996,-2.0519999999999996,-2.0519999999999996,-2.0519999999999996,-2.0519999999999996,-2.0519999999999996,-2.0519999999999996
1097,1500407-006,2017-01-17,6.523,1500407,ARSENIC,10.0,35.717543,-118.488611,-3.4770000000000003,1,0,0,0,0,0,0,0,-3.4770000000000003,-3.4770000000000003,-3.4770000000000003,-3.4770000000000003,-3.4770000000000003,-3.4770000000000003,-3.4770000000000003,-3.4770000000000003
1098,1500407-006,2017-01-17,7.218,1500407,URANIUM (PCI/L),20.0,35.717543,-118.488611,-12.782,0,0,0,0,0,0,1,0,-12.782,-12.782,-12.782,-12.782,-12.782,-12.782,-12.782,-12.782
1099,1500407-006,2017-01-17,0.24,1500407,FLUORIDE (F) (NATURAL-SOURCE),2.0,35.717543,-118.488611,-1.76,0,1,0,0,0,0,0,0,-1.76,-1.76,-1.76,-1.76,-1.76,-1.76,-1.76,-1.76
1100,1500407-006,2017-01-17,5.3,1500407,ARSENIC,10.0,35.717543,-118.488611,-4.7,1,0,0,0,0,0,0,0,-4.7,-4.7,-4.7,-4.7,-4.7,-4.7,-4.7,-4.7
1101,1500407-006,2017-01-17,4.0,1500407,PERCHLORATE,6.0,35.717543,-118.488611,-2.0,0,0,0,0,1,0,0,0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0
1102,1500407-006,2017-02-07,5.38,1500407,ARSENIC,10.0,35.717543,-118.488611,-4.62,1,0,0,0,0,0,0,0,-4.62,-4.62,-4.62,-4.62,-4.62,-4.62,-4.62,-4.62
1103,1500407-006,2017-02-07,6.093,1500407,URANIUM (PCI/L),20.0,35.717543,-118.488611,-13.907,0,0,0,0,0,0,1,0,-13.907,-13.907,-13.907,-13.907,-13.907,-13.907,-13.907,-13.907
1104,1500407-006,2017-03-07,5.211,1500407,ARSENIC,10.0,35.717543,-118.488611,-4.789,1,0,0,0,0,0,0,0,-4.789,-4.789,-4.789,-4.789,-4.789,-4.789,-4.789,-4.789
1105,1500407-006,2017-04-12,3.943,1500407,ARSENIC,10.0,35.717543,-118.488611,-6.057,1,0,0,0,0,0,0,0,-6.057,-6.057,-6.057,-6.057,-6.057,-6.057,-6.057,-6.057
1106,1500407-006,2017-05-16,5.311,1500407,ARSENIC,10.0,35.717543,-118.488611,-4.689,1,0,0,0,0,0,0,0,-4.689,-4.689,-4.689,-4.689,-4.689,-4.689,-4.689,-4.689
1107,1500407-006,2017-05-16,9.192,1500407,URANIUM (PCI/L),20.0,35.717543,-118.488611,-10.808,0,0,0,0,0,0,1,0,-10.808,-10.808,-10.808,-10.808,-10.808,-10.808,-10.808,-10.808
1108,1500407-006,2017-06-07,6.216,1500407,ARSENIC,10.0,35.717543,-118.488611,-3.784,1,0,0,0,0,0,0,0,-3.784,-3.784,-3.784,-3.784,-3.784,-3.784,-3.784,-3.784
1109,1500407-006,2017-07-19,5.7,1500407,ARSENIC,10.0,35.717543,-118.488611,-4.3,1,0,0,0,0,0,0,0,-4.3,-4.3,-4.3,-4.3,-4.3,-4.3,-4.3,-4.3
1110,1500407-006,2017-08-15,6.993,1500407,ARSENIC,10.0,35.717543,-118.488611,-3.0069999999999997,1,0,0,0,0,0,0,0,-3.0069999999999997,-3.0069999999999997,-3.0069999999999997,-3.0069999999999997,-3.0069999999999997,-3.0069999999999997,-3.0069999999999997,-3.0069999999999997
1111,1500407-006,2017-09-12,7.894,1500407,ARSENIC,10.0,35.717543,-118.488611,-2.106,1,0,0,0,0,0,0,0,-2.106,-2.106,-2.106,-2.106,-2.106,-2.106,-2.106,-2.106
1112,1500407-006,2017-10-04,6.598,1500407,ARSENIC,10.0,35.717543,-118.488611,-3.402,1,0,0,0,0,0,0,0,-3.402,-3.402,-3.402,-3.402,-3.402,-3.402,-3.402,-3.402
1113,1500407-006,2017-11-14,7.157,1500407,ARSENIC,10.0,35.717543,-118.488611,-2.843,1,0,0,0,0,0,0,0,-2.843,-2.843,-2.843,-2.843,-2.843,-2.843,-2.843,-2.843
1114,1500407-006,2017-12-13,6.359,1500407,ARSENIC,10.0,35.717543,-118.488611,-3.641,1,0,0,0,0,0,0,0,-3.641,-3.641,-3.641,-3.641,-3.641,-3.641,-3.641,-3.641
1115,1500407-006,2018-01-09,5.244,1500407,ARSENIC,10.0,35.717543,-118.488611,-4.756,1,0,0,0,0,0,0,0,-4.756,-4.756,-4.756,-4.756,-4.756,-4.756,-4.756,-4.756
1116,1500407-006,2018-01-23,7.688,1500407,URANIUM (PCI/L),20.0,35.717543,-118.488611,-12.312000000000001,0,0,0,0,0,0,1,0,-12.312000000000001,-12.312000000000001,-12.312000000000001,-12.312000000000001,-12.312000000000001,-12.312000000000001,-12.312000000000001,-12.312000000000001
1117,1500407-006,2018-01-23,0.24,1500407,FLUORIDE (F) (NATURAL-SOURCE),2.0,35.717543,-118.488611,-1.76,0,1,0,0,0,0,0,0,-1.76,-1.76,-1.76,-1.76,-1.76,-1.76,-1.76,-1.76
1118,1500407-006,2018-01-23,5.2,1500407,ARSENIC,10.0,35.717543,-118.488611,-4.8,1,0,0,0,0,0,0,0,-4.8,-4.8,-4.8,-4.8,-4.8,-4.8,-4.8,-4.8
1119,1500407-006,2018-01-23,4.0,1500407,PERCHLORATE,6.0,35.717543,-118.488611,-2.0,0,0,0,0,1,0,0,0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0
1120,1500407-006,2018-01-23,8.4,1500407,GROSS ALPHA,15.0,35.717543,-118.488611,-6.6,0,0,1,0,0,0,0,0,-6.6,-6.6,-6.6,-6.6,-6.6,-6.6,-6.6,-6.6
1121,1500407-006,2018-02-07,5.399,1500407,ARSENIC,10.0,35.717543,-118.488611,-4.601,1,0,0,0,0,0,0,0,-4.601,-4.601,-4.601,-4.601,-4.601,-4.601,-4.601,-4.601
1122,1500407-006,2018-02-07,7.46,1500407,URANIUM (PCI/L),20.0,35.717543,-118.488611,-12.54,0,0,0,0,0,0,1,0,-12.54,-12.54,-12.54,-12.54,-12.54,-12.54,-12.54,-12.54
1123,1500407-006,2018-03-14,6.931,1500407,ARSENIC,10.0,35.717543,-118.488611,-3.069,1,0,0,0,0,0,0,0,-3.069,-3.069,-3.069,-3.069,-3.069,-3.069,-3.069,-3.069
1124,1500407-006,2018-04-04,6.884,1500407,ARSENIC,10.0,35.717543,-118.488611,-3.1159999999999997,1,0,0,0,0,0,0,0,-3.1159999999999997,-3.1159999999999997,-3.1159999999999997,-3.1159999999999997,-3.1159999999999997,-3.1159999999999997,-3.1159999999999997,-3.1159999999999997
1125,1500407-006,2018-05-02,6.914,1500407,ARSENIC,10.0,35.717543,-118.488611,-3.0860000000000003,1,0,0,0,0,0,0,0,-3.0860000000000003,-3.0860000000000003,-3.0860000000000003,-3.0860000000000003,-3.0860000000000003,-3.0860000000000003,-3.0860000000000003,-3.0860000000000003
1126,1500407-006,2018-05-02,9.066,1500407,URANIUM (PCI/L),20.0,35.717543,-118.488611,-10.934,0,0,0,0,0,0,1,0,-10.934,-10.934,-10.934,-10.934,-10.934,-10.934,-10.934,-10.934
1127,1500407-006,2018-06-12,6.936,1500407,ARSENIC,10.0,35.717543,-118.488611,-3.064,1,0,0,0,0,0,0,0,-3.064,-3.064,-3.064,-3.064,-3.064,-3.064,-3.064,-3.064
1128,1500407-006,2018-07-17,6.224,1500407,ARSENIC,10.0,35.717543,-118.488611,-3.776,1,0,0,0,0,0,0,0,-3.776,-3.776,-3.776,-3.776,-3.776,-3.776,-3.776,-3.776
1129,1500407-006,2018-08-14,7.957,1500407,ARSENIC,10.0,35.717543,-118.488611,-2.043,1,0,0,0,0,0,0,0,-2.043,-2.043,-2.043,-2.043,-2.043,-2.043,-2.043,-2.043
1130,1500407-007,2012-02-14,1.808,1500407,NITRATE (AS NO3),45.0,35.714341,-118.485011,-43.192,0,0,0,1,0,0,0,0,-43.192,-43.192,-43.192,-43.192,-43.192,-43.192,-43.192,-43.192
1131,1500407-007,2012-02-21,0.0,1500407,TETRACHLOROETHYLENE,5.0,35.714341,-118.485011,-5.0,0,0,0,0,0,1,0,0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0
1132,1500407-007,2013-01-29,2.381,1500407,NITRATE (AS NO3),45.0,35.714341,-118.485011,-42.619,0,0,0,1,0,0,0,0,-42.619,-42.619,-42.619,-42.619,-42.619,-42.619,-42.619,-42.619
1133,1500407-007,2014-02-10,0.0,1500407,FLUORIDE (F) (NATURAL-SOURCE),2.0,35.714341,-118.485011,-2.0,0,1,0,0,0,0,0,0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0
1134,1500407-007,2014-02-10,0.0,1500407,ARSENIC,10.0,35.714341,-118.485011,-10.0,1,0,0,0,0,0,0,0,-10.0,-10.0,-10.0,-10.0,-10.0,-10.0,-10.0,-10.0
