,PRIM_STA_C,SAMP_DATE,FINDING,system,chem,mcl,lat,long,delta_results,ARSENIC,FLUORIDE (F) (NATURAL-SOURCE),GROSS ALPHA,NITRATE (AS NO3),PERCHLORATE,TETRACHLOROETHYLENE,URANIUM (PCI/L),URANIUM MDA95,nitrate_reading,alpha_reading,as_reading,pce_reading,f_reading,perc_reading,u_(pci/l)_reading,u_mda95_reading
8967,1510003-095,2012-08-15,4.0,1510003,PERCHLORATE,6.0,35.323087,-119.030344,-2.0,0,0,0,0,1,0,0,0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0
8968,1510003-095,2012-08-20,0.15,1510003,FLUORIDE (F) (NATURAL-SOURCE),2.0,35.323087,-119.030344,-1.85,0,1,0,0,0,0,0,0,-1.85,-1.85,-1.85,-1.85,-1.85,-1.85,-1.85,-1.85
8969,1510003-095,2012-08-20,0.0,1510003,ARSENIC,10.0,35.323087,-119.030344,-10.0,1,0,0,0,0,0,0,0,-10.0,-10.0,-10.0,-10.0,-10.0,-10.0,-10.0,-10.0
8970,1510003-095,2012-08-20,16.0,1510003,NITRATE (AS NO3),45.0,35.323087,-119.030344,-29.0,0,0,0,1,0,0,0,0,-29.0,-29.0,-29.0,-29.0,-29.0,-29.0,-29.0,-29.0
8971,1510003-095,2012-09-10,2.3,1510003,TETRACHLOROETHYLENE,5.0,35.323087,-119.030344,-2.7,0,0,0,0,0,1,0,0,-2.7,-2.7,-2.7,-2.7,-2.7,-2.7,-2.7,-2.7
8972,1510003-095,2012-10-09,2.5,1510003,TETRACHLOROETHYLENE,5.0,35.323087,-119.030344,-2.5,0,0,0,0,0,1,0,0,-2.5,-2.5,-2.5,-2.5,-2.5,-2.5,-2.5,-2.5
8973,1510003-095,2013-04-30,2.67,1510003,TETRACHLOROETHYLENE,5.0,35.323087,-119.030344,-2.33,0,0,0,0,0,1,0,0,-2.33,-2.33,-2.33,-2.33,-2.33,-2.33,-2.33,-2.33
8974,1510003-095,2013-05-06,2.67,1510003,TETRACHLOROETHYLENE,5.0,35.323087,-119.030344,-2.33,0,0,0,0,0,1,0,0,-2.33,-2.33,-2.33,-2.33,-2.33,-2.33,-2.33,-2.33
8975,1510003-095,2013-06-10,2.65,1510003,TETRACHLOROETHYLENE,5.0,35.323087,-119.030344,-2.35,0,0,0,0,0,1,0,0,-2.35,-2.35,-2.35,-2.35,-2.35,-2.35,-2.35,-2.35
8976,1510003-095,2013-12-11,1.384,1510003,ARSENIC,10.0,35.323087,-119.030344,-8.616,1,0,0,0,0,0,0,0,-8.616,-8.616,-8.616,-8.616,-8.616,-8.616,-8.616,-8.616
8977,1510003-095,2013-12-12,3.01,1510003,TETRACHLOROETHYLENE,5.0,35.323087,-119.030344,-1.9900000000000002,0,0,0,0,0,1,0,0,-1.9900000000000002,-1.9900000000000002,-1.9900000000000002,-1.9900000000000002,-1.9900000000000002,-1.9900000000000002,-1.9900000000000002,-1.9900000000000002
8978,1510003-095,2013-12-30,2.5,1510003,TETRACHLOROETHYLENE,5.0,35.323087,-119.030344,-2.5,0,0,0,0,0,1,0,0,-2.5,-2.5,-2.5,-2.5,-2.5,-2.5,-2.5,-2.5
8979,1510003-095,2013-12-30,17.012,1510003,NITRATE (AS NO3),45.0,35.323087,-119.030344,-27.988,0,0,0,1,0,0,0,0,-27.988,-27.988,-27.988,-27.988,-27.988,-27.988,-27.988,-27.988
8980,1510003-095,2014-01-06,3.05,1510003,TETRACHLOROETHYLENE,5.0,35.323087,-119.030344,-1.9500000000000002,0,0,0,0,0,1,0,0,-1.9500000000000002,-1.9500000000000002,-1.9500000000000002,-1.9500000000000002,-1.9500000000000002,-1.9500000000000002,-1.9500000000000002,-1.9500000000000002
8981,1510003-095,2014-01-13,3.0,1510003,TETRACHLOROETHYLENE,5.0,35.323087,-119.030344,-2.0,0,0,0,0,0,1,0,0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0
8982,1510003-095,2014-01-23,2.91,1510003,TETRACHLOROETHYLENE,5.0,35.323087,-119.030344,-2.09,0,0,0,0,0,1,0,0,-2.09,-2.09,-2.09,-2.09,-2.09,-2.09,-2.09,-2.09
8983,1510003-095,2014-01-30,2.81,1510003,TETRACHLOROETHYLENE,5.0,35.323087,-119.030344,-2.19,0,0,0,0,0,1,0,0,-2.19,-2.19,-2.19,-2.19,-2.19,-2.19,-2.19,-2.19
8984,1510003-095,2014-02-05,2.8,1510003,TETRACHLOROETHYLENE,5.0,35.323087,-119.030344,-2.2,0,0,0,0,0,1,0,0,-2.2,-2.2,-2.2,-2.2,-2.2,-2.2,-2.2,-2.2
8985,1510003-095,2014-03-04,2.77,1510003,TETRACHLOROETHYLENE,5.0,35.323087,-119.030344,-2.23,0,0,0,0,0,1,0,0,-2.23,-2.23,-2.23,-2.23,-2.23,-2.23,-2.23,-2.23
8986,1510003-095,2014-04-08,2.61,1510003,TETRACHLOROETHYLENE,5.0,35.323087,-119.030344,-2.39,0,0,0,0,0,1,0,0,-2.39,-2.39,-2.39,-2.39,-2.39,-2.39,-2.39,-2.39
8987,1510003-095,2014-05-05,2.88,1510003,TETRACHLOROETHYLENE,5.0,35.323087,-119.030344,-2.12,0,0,0,0,0,1,0,0,-2.12,-2.12,-2.12,-2.12,-2.12,-2.12,-2.12,-2.12
8988,1510003-095,2014-06-11,3.07,1510003,TETRACHLOROETHYLENE,5.0,35.323087,-119.030344,-1.9300000000000002,0,0,0,0,0,1,0,0,-1.9300000000000002,-1.9300000000000002,-1.9300000000000002,-1.9300000000000002,-1.9300000000000002,-1.9300000000000002,-1.9300000000000002,-1.9300000000000002
8989,1510003-095,2015-07-07,4.18,1510003,TETRACHLOROETHYLENE,5.0,35.323087,-119.030344,-0.8200000000000003,0,0,0,0,0,1,0,0,-0.8200000000000003,-0.8200000000000003,-0.8200000000000003,-0.8200000000000003,-0.8200000000000003,-0.8200000000000003,-0.8200000000000003,-0.8200000000000003
8990,1510003-095,2015-08-03,18.731,1510003,NITRATE (AS NO3),45.0,35.323087,-119.030344,-26.269,0,0,0,1,0,0,0,0,-26.269,-26.269,-26.269,-26.269,-26.269,-26.269,-26.269,-26.269
8991,1510003-095,2015-08-05,4.0,1510003,PERCHLORATE,6.0,35.323087,-119.030344,-2.0,0,0,0,0,1,0,0,0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0
8992,1510003-095,2015-08-05,3.42,1510003,TETRACHLOROETHYLENE,5.0,35.323087,-119.030344,-1.58,0,0,0,0,0,1,0,0,-1.58,-1.58,-1.58,-1.58,-1.58,-1.58,-1.58,-1.58
8993,1510003-095,2015-08-05,0.14,1510003,FLUORIDE (F) (NATURAL-SOURCE),2.0,35.323087,-119.030344,-1.8599999999999999,0,1,0,0,0,0,0,0,-1.8599999999999999,-1.8599999999999999,-1.8599999999999999,-1.8599999999999999,-1.8599999999999999,-1.8599999999999999,-1.8599999999999999,-1.8599999999999999
8994,1510003-095,2015-08-05,2.0,1510003,ARSENIC,10.0,35.323087,-119.030344,-8.0,1,0,0,0,0,0,0,0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0
8995,1510003-095,2015-09-02,2.88,1510003,TETRACHLOROETHYLENE,5.0,35.323087,-119.030344,-2.12,0,0,0,0,0,1,0,0,-2.12,-2.12,-2.12,-2.12,-2.12,-2.12,-2.12,-2.12
8996,1510003-095,2015-10-05,2.52,1510003,TETRACHLOROETHYLENE,5.0,35.323087,-119.030344,-2.48,0,0,0,0,0,1,0,0,-2.48,-2.48,-2.48,-2.48,-2.48,-2.48,-2.48,-2.48
8997,1510003-095,2015-11-03,2.22,1510003,TETRACHLOROETHYLENE,5.0,35.323087,-119.030344,-2.78,0,0,0,0,0,1,0,0,-2.78,-2.78,-2.78,-2.78,-2.78,-2.78,-2.78,-2.78
8998,1510003-095,2015-12-02,2.06,1510003,TETRACHLOROETHYLENE,5.0,35.323087,-119.030344,-2.94,0,0,0,0,0,1,0,0,-2.94,-2.94,-2.94,-2.94,-2.94,-2.94,-2.94,-2.94
8999,1510003-095,2017-12-13,2.91,1510003,TETRACHLOROETHYLENE,5.0,35.323087,-119.030344,-2.09,0,0,0,0,0,1,0,0,-2.09,-2.09,-2.09,-2.09,-2.09,-2.09,-2.09,-2.09
9000,1510003-095,2018-07-11,3.8,1510003,TETRACHLOROETHYLENE,5.0,35.323087,-119.030344,-1.2000000000000002,0,0,0,0,0,1,0,0,-1.2000000000000002,-1.2000000000000002,-1.2000000000000002,-1.2000000000000002,-1.2000000000000002,-1.2000000000000002,-1.2000000000000002,-1.2000000000000002
9001,1510003-095,2018-08-08,3.37,1510003,TETRACHLOROETHYLENE,5.0,35.323087,-119.030344,-1.63,0,0,0,0,0,1,0,0,-1.63,-1.63,-1.63,-1.63,-1.63,-1.63,-1.63,-1.63
9002,1510003-096,2012-05-14,4.2,1510003,URANIUM (PCI/L),20.0,35.343102,-119.04886,-15.8,0,0,0,0,0,0,1,0,-15.8,-15.8,-15.8,-15.8,-15.8,-15.8,-15.8,-15.8
9003,1510003-096,2012-05-14,15.748,1510003,NITRATE (AS NO3),45.0,35.343102,-119.04886,-29.252000000000002,0,0,0,1,0,0,0,0,-29.252000000000002,-29.252000000000002,-29.252000000000002,-29.252000000000002,-29.252000000000002,-29.252000000000002,-29.252000000000002,-29.252000000000002
9004,1510003-096,2012-05-16,0.0,1510003,PERCHLORATE,6.0,35.343102,-119.04886,-6.0,0,0,0,0,1,0,0,0,-6.0,-6.0,-6.0,-6.0,-6.0,-6.0,-6.0,-6.0
9005,1510003-096,2012-05-16,0.19,1510003,FLUORIDE (F) (NATURAL-SOURCE),2.0,35.343102,-119.04886,-1.81,0,1,0,0,0,0,0,0,-1.81,-1.81,-1.81,-1.81,-1.81,-1.81,-1.81,-1.81
9006,1510003-096,2012-05-16,0.0,1510003,ARSENIC,10.0,35.343102,-119.04886,-10.0,1,0,0,0,0,0,0,0,-10.0,-10.0,-10.0,-10.0,-10.0,-10.0,-10.0,-10.0
9007,1510003-096,2012-05-16,14.0,1510003,NITRATE (AS NO3),45.0,35.343102,-119.04886,-31.0,0,0,0,1,0,0,0,0,-31.0,-31.0,-31.0,-31.0,-31.0,-31.0,-31.0,-31.0
9008,1510003-096,2012-05-23,3.1,1510003,GROSS ALPHA,15.0,35.343102,-119.04886,-11.9,0,0,1,0,0,0,0,0,-11.9,-11.9,-11.9,-11.9,-11.9,-11.9,-11.9,-11.9
9009,1510003-096,2012-05-23,0.0,1510003,TETRACHLOROETHYLENE,5.0,35.343102,-119.04886,-5.0,0,0,0,0,0,1,0,0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0
9010,1510003-096,2012-08-15,12.895,1510003,NITRATE (AS NO3),45.0,35.343102,-119.04886,-32.105000000000004,0,0,0,1,0,0,0,0,-32.105000000000004,-32.105000000000004,-32.105000000000004,-32.105000000000004,-32.105000000000004,-32.105000000000004,-32.105000000000004,-32.105000000000004
9011,1510003-096,2013-05-20,9.999,1510003,NITRATE (AS NO3),45.0,35.343102,-119.04886,-35.001,0,0,0,1,0,0,0,0,-35.001,-35.001,-35.001,-35.001,-35.001,-35.001,-35.001,-35.001
9012,1510003-096,2013-08-14,11.873,1510003,NITRATE (AS NO3),45.0,35.343102,-119.04886,-33.127,0,0,0,1,0,0,0,0,-33.127,-33.127,-33.127,-33.127,-33.127,-33.127,-33.127,-33.127
9013,1510003-096,2014-05-14,9.997,1510003,NITRATE (AS NO3),45.0,35.343102,-119.04886,-35.003,0,0,0,1,0,0,0,0,-35.003,-35.003,-35.003,-35.003,-35.003,-35.003,-35.003,-35.003
9014,1510003-096,2014-08-12,11.816,1510003,NITRATE (AS NO3),45.0,35.343102,-119.04886,-33.184,0,0,0,1,0,0,0,0,-33.184,-33.184,-33.184,-33.184,-33.184,-33.184,-33.184,-33.184
9015,1510003-096,2014-11-17,16.184,1510003,NITRATE (AS NO3),45.0,35.343102,-119.04886,-28.816,0,0,0,1,0,0,0,0,-28.816,-28.816,-28.816,-28.816,-28.816,-28.816,-28.816,-28.816
9016,1510003-096,2015-05-11,0.15,1510003,FLUORIDE (F) (NATURAL-SOURCE),2.0,35.343102,-119.04886,-1.85,0,1,0,0,0,0,0,0,-1.85,-1.85,-1.85,-1.85,-1.85,-1.85,-1.85,-1.85
9017,1510003-096,2015-05-11,2.0,1510003,ARSENIC,10.0,35.343102,-119.04886,-8.0,1,0,0,0,0,0,0,0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0
9018,1510003-096,2015-05-11,12.0,1510003,NITRATE (AS NO3),45.0,35.343102,-119.04886,-33.0,0,0,0,1,0,0,0,0,-33.0,-33.0,-33.0,-33.0,-33.0,-33.0,-33.0,-33.0
9019,1510003-096,2015-05-12,4.0,1510003,PERCHLORATE,6.0,35.343102,-119.04886,-2.0,0,0,0,0,1,0,0,0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0
9020,1510003-096,2015-05-19,0.0,1510003,TETRACHLOROETHYLENE,5.0,35.343102,-119.04886,-5.0,0,0,0,0,0,1,0,0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0
9021,1510003-096,2015-08-12,17.881,1510003,NITRATE (AS NO3),45.0,35.343102,-119.04886,-27.119,0,0,0,1,0,0,0,0,-27.119,-27.119,-27.119,-27.119,-27.119,-27.119,-27.119,-27.119
9022,1510003-096,2018-03-14,0.0,1510003,URANIUM (PCI/L),20.0,35.343102,-119.04886,-20.0,0,0,0,0,0,0,1,0,-20.0,-20.0,-20.0,-20.0,-20.0,-20.0,-20.0,-20.0
9023,1510003-096,2018-03-14,3.0,1510003,GROSS ALPHA,15.0,35.343102,-119.04886,-12.0,0,0,1,0,0,0,0,0,-12.0,-12.0,-12.0,-12.0,-12.0,-12.0,-12.0,-12.0
9024,1510003-096,2018-04-25,0.13,1510003,FLUORIDE (F) (NATURAL-SOURCE),2.0,35.343102,-119.04886,-1.87,0,1,0,0,0,0,0,0,-1.87,-1.87,-1.87,-1.87,-1.87,-1.87,-1.87,-1.87
9025,1510003-096,2018-04-25,2.0,1510003,ARSENIC,10.0,35.343102,-119.04886,-8.0,1,0,0,0,0,0,0,0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0
9026,1510003-096,2018-05-03,4.0,1510003,PERCHLORATE,6.0,35.343102,-119.04886,-2.0,0,0,0,0,1,0,0,0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0
9027,1510003-096,2018-06-14,0.0,1510003,TETRACHLOROETHYLENE,5.0,35.343102,-119.04886,-5.0,0,0,0,0,0,1,0,0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0
9028,1510003-097,2012-02-06,30.361,1510003,NITRATE (AS NO3),45.0,35.352059,-118.990192,-14.639,0,0,0,1,0,0,0,0,-14.639,-14.639,-14.639,-14.639,-14.639,-14.639,-14.639,-14.639
9029,1510003-097,2012-03-05,29.047,1510003,NITRATE (AS NO3),45.0,35.352059,-118.990192,-15.953,0,0,0,1,0,0,0,0,-15.953,-15.953,-15.953,-15.953,-15.953,-15.953,-15.953,-15.953
9030,1510003-097,2012-04-02,29.202,1510003,NITRATE (AS NO3),45.0,35.352059,-118.990192,-15.797999999999998,0,0,0,1,0,0,0,0,-15.797999999999998,-15.797999999999998,-15.797999999999998,-15.797999999999998,-15.797999999999998,-15.797999999999998,-15.797999999999998,-15.797999999999998
9031,1510003-097,2012-05-07,31.351,1510003,NITRATE (AS NO3),45.0,35.352059,-118.990192,-13.649000000000001,0,0,0,1,0,0,0,0,-13.649000000000001,-13.649000000000001,-13.649000000000001,-13.649000000000001,-13.649000000000001,-13.649000000000001,-13.649000000000001,-13.649000000000001
9032,1510003-097,2012-05-21,0.0,1510003,TETRACHLOROETHYLENE,5.0,35.352059,-118.990192,-5.0,0,0,0,0,0,1,0,0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0
9033,1510003-097,2012-06-04,27.793,1510003,NITRATE (AS NO3),45.0,35.352059,-118.990192,-17.207,0,0,0,1,0,0,0,0,-17.207,-17.207,-17.207,-17.207,-17.207,-17.207,-17.207,-17.207
9034,1510003-097,2012-07-18,32.084,1510003,NITRATE (AS NO3),45.0,35.352059,-118.990192,-12.915999999999997,0,0,0,1,0,0,0,0,-12.915999999999997,-12.915999999999997,-12.915999999999997,-12.915999999999997,-12.915999999999997,-12.915999999999997,-12.915999999999997,-12.915999999999997
9035,1510003-097,2012-08-06,32.105,1510003,NITRATE (AS NO3),45.0,35.352059,-118.990192,-12.895000000000003,0,0,0,1,0,0,0,0,-12.895000000000003,-12.895000000000003,-12.895000000000003,-12.895000000000003,-12.895000000000003,-12.895000000000003,-12.895000000000003,-12.895000000000003
9036,1510003-097,2012-08-13,3.4,1510003,URANIUM (PCI/L),20.0,35.352059,-118.990192,-16.6,0,0,0,0,0,0,1,0,-16.6,-16.6,-16.6,-16.6,-16.6,-16.6,-16.6,-16.6
9037,1510003-097,2012-08-15,3.0,1510003,GROSS ALPHA,15.0,35.352059,-118.990192,-12.0,0,0,1,0,0,0,0,0,-12.0,-12.0,-12.0,-12.0,-12.0,-12.0,-12.0,-12.0
9038,1510003-097,2012-08-15,4.0,1510003,PERCHLORATE,6.0,35.352059,-118.990192,-2.0,0,0,0,0,1,0,0,0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0
9039,1510003-097,2012-08-20,0.1,1510003,FLUORIDE (F) (NATURAL-SOURCE),2.0,35.352059,-118.990192,-1.9,0,1,0,0,0,0,0,0,-1.9,-1.9,-1.9,-1.9,-1.9,-1.9,-1.9,-1.9
9040,1510003-097,2012-08-20,2.6,1510003,ARSENIC,10.0,35.352059,-118.990192,-7.4,1,0,0,0,0,0,0,0,-7.4,-7.4,-7.4,-7.4,-7.4,-7.4,-7.4,-7.4
9041,1510003-097,2012-08-20,31.0,1510003,NITRATE (AS NO3),45.0,35.352059,-118.990192,-14.0,0,0,0,1,0,0,0,0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0
9042,1510003-097,2012-08-28,0.0,1510003,TETRACHLOROETHYLENE,5.0,35.352059,-118.990192,-5.0,0,0,0,0,0,1,0,0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0
9043,1510003-097,2012-09-10,29.693,1510003,NITRATE (AS NO3),45.0,35.352059,-118.990192,-15.306999999999999,0,0,0,1,0,0,0,0,-15.306999999999999,-15.306999999999999,-15.306999999999999,-15.306999999999999,-15.306999999999999,-15.306999999999999,-15.306999999999999,-15.306999999999999
9044,1510003-097,2012-10-01,31.771,1510003,NITRATE (AS NO3),45.0,35.352059,-118.990192,-13.229,0,0,0,1,0,0,0,0,-13.229,-13.229,-13.229,-13.229,-13.229,-13.229,-13.229,-13.229
9045,1510003-097,2012-10-15,28.819,1510003,NITRATE (AS NO3),45.0,35.352059,-118.990192,-16.181,0,0,0,1,0,0,0,0,-16.181,-16.181,-16.181,-16.181,-16.181,-16.181,-16.181,-16.181
9046,1510003-097,2012-11-05,29.431,1510003,NITRATE (AS NO3),45.0,35.352059,-118.990192,-15.568999999999999,0,0,0,1,0,0,0,0,-15.568999999999999,-15.568999999999999,-15.568999999999999,-15.568999999999999,-15.568999999999999,-15.568999999999999,-15.568999999999999,-15.568999999999999
9047,1510003-097,2012-11-19,0.0,1510003,TETRACHLOROETHYLENE,5.0,35.352059,-118.990192,-5.0,0,0,0,0,0,1,0,0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0
9048,1510003-097,2012-12-03,28.845,1510003,NITRATE (AS NO3),45.0,35.352059,-118.990192,-16.155,0,0,0,1,0,0,0,0,-16.155,-16.155,-16.155,-16.155,-16.155,-16.155,-16.155,-16.155
9049,1510003-097,2013-01-07,28.558,1510003,NITRATE (AS NO3),45.0,35.352059,-118.990192,-16.442,0,0,0,1,0,0,0,0,-16.442,-16.442,-16.442,-16.442,-16.442,-16.442,-16.442,-16.442
9050,1510003-097,2013-02-04,29.354,1510003,NITRATE (AS NO3),45.0,35.352059,-118.990192,-15.646,0,0,0,1,0,0,0,0,-15.646,-15.646,-15.646,-15.646,-15.646,-15.646,-15.646,-15.646
9051,1510003-097,2013-02-25,0.0,1510003,TETRACHLOROETHYLENE,5.0,35.352059,-118.990192,-5.0,0,0,0,0,0,1,0,0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0
9052,1510003-097,2013-03-04,30.176,1510003,NITRATE (AS NO3),45.0,35.352059,-118.990192,-14.824000000000002,0,0,0,1,0,0,0,0,-14.824000000000002,-14.824000000000002,-14.824000000000002,-14.824000000000002,-14.824000000000002,-14.824000000000002,-14.824000000000002,-14.824000000000002
9053,1510003-097,2013-04-03,31.897,1510003,NITRATE (AS NO3),45.0,35.352059,-118.990192,-13.103000000000002,0,0,0,1,0,0,0,0,-13.103000000000002,-13.103000000000002,-13.103000000000002,-13.103000000000002,-13.103000000000002,-13.103000000000002,-13.103000000000002,-13.103000000000002
9054,1510003-097,2013-05-06,29.496,1510003,NITRATE (AS NO3),45.0,35.352059,-118.990192,-15.504000000000001,0,0,0,1,0,0,0,0,-15.504000000000001,-15.504000000000001,-15.504000000000001,-15.504000000000001,-15.504000000000001,-15.504000000000001,-15.504000000000001,-15.504000000000001
9055,1510003-097,2013-05-20,0.0,1510003,TETRACHLOROETHYLENE,5.0,35.352059,-118.990192,-5.0,0,0,0,0,0,1,0,0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0
9056,1510003-097,2013-06-03,26.336,1510003,NITRATE (AS NO3),45.0,35.352059,-118.990192,-18.664,0,0,0,1,0,0,0,0,-18.664,-18.664,-18.664,-18.664,-18.664,-18.664,-18.664,-18.664
9057,1510003-097,2013-07-01,27.192,1510003,NITRATE (AS NO3),45.0,35.352059,-118.990192,-17.808,0,0,0,1,0,0,0,0,-17.808,-17.808,-17.808,-17.808,-17.808,-17.808,-17.808,-17.808
9058,1510003-097,2013-08-05,29.95,1510003,NITRATE (AS NO3),45.0,35.352059,-118.990192,-15.05,0,0,0,1,0,0,0,0,-15.05,-15.05,-15.05,-15.05,-15.05,-15.05,-15.05,-15.05
9059,1510003-097,2013-08-19,0.0,1510003,TETRACHLOROETHYLENE,5.0,35.352059,-118.990192,-5.0,0,0,0,0,0,1,0,0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0
9060,1510003-097,2013-09-03,31.095,1510003,NITRATE (AS NO3),45.0,35.352059,-118.990192,-13.905000000000001,0,0,0,1,0,0,0,0,-13.905000000000001,-13.905000000000001,-13.905000000000001,-13.905000000000001,-13.905000000000001,-13.905000000000001,-13.905000000000001,-13.905000000000001
9061,1510003-097,2013-10-07,26.9,1510003,NITRATE (AS NO3),45.0,35.352059,-118.990192,-18.1,0,0,0,1,0,0,0,0,-18.1,-18.1,-18.1,-18.1,-18.1,-18.1,-18.1,-18.1
9062,1510003-097,2013-11-04,27.531,1510003,NITRATE (AS NO3),45.0,35.352059,-118.990192,-17.469,0,0,0,1,0,0,0,0,-17.469,-17.469,-17.469,-17.469,-17.469,-17.469,-17.469,-17.469
9063,1510003-097,2013-11-25,0.0,1510003,TETRACHLOROETHYLENE,5.0,35.352059,-118.990192,-5.0,0,0,0,0,0,1,0,0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0
9064,1510003-097,2013-12-02,27.299,1510003,NITRATE (AS NO3),45.0,35.352059,-118.990192,-17.701,0,0,0,1,0,0,0,0,-17.701,-17.701,-17.701,-17.701,-17.701,-17.701,-17.701,-17.701
9065,1510003-097,2014-01-06,29.162,1510003,NITRATE (AS NO3),45.0,35.352059,-118.990192,-15.838000000000001,0,0,0,1,0,0,0,0,-15.838000000000001,-15.838000000000001,-15.838000000000001,-15.838000000000001,-15.838000000000001,-15.838000000000001,-15.838000000000001,-15.838000000000001
9066,1510003-097,2014-02-03,29.059,1510003,NITRATE (AS NO3),45.0,35.352059,-118.990192,-15.940999999999999,0,0,0,1,0,0,0,0,-15.940999999999999,-15.940999999999999,-15.940999999999999,-15.940999999999999,-15.940999999999999,-15.940999999999999,-15.940999999999999,-15.940999999999999
9067,1510003-097,2014-02-18,0.0,1510003,TETRACHLOROETHYLENE,5.0,35.352059,-118.990192,-5.0,0,0,0,0,0,1,0,0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0
9068,1510003-097,2014-03-03,28.691,1510003,NITRATE (AS NO3),45.0,35.352059,-118.990192,-16.309,0,0,0,1,0,0,0,0,-16.309,-16.309,-16.309,-16.309,-16.309,-16.309,-16.309,-16.309
9069,1510003-097,2014-05-05,22.057,1510003,NITRATE (AS NO3),45.0,35.352059,-118.990192,-22.943,0,0,0,1,0,0,0,0,-22.943,-22.943,-22.943,-22.943,-22.943,-22.943,-22.943,-22.943
9070,1510003-097,2014-05-19,0.0,1510003,TETRACHLOROETHYLENE,5.0,35.352059,-118.990192,-5.0,0,0,0,0,0,1,0,0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0
9071,1510003-097,2014-06-02,21.476,1510003,NITRATE (AS NO3),45.0,35.352059,-118.990192,-23.524,0,0,0,1,0,0,0,0,-23.524,-23.524,-23.524,-23.524,-23.524,-23.524,-23.524,-23.524
9072,1510003-097,2014-07-07,25.209,1510003,NITRATE (AS NO3),45.0,35.352059,-118.990192,-19.791,0,0,0,1,0,0,0,0,-19.791,-19.791,-19.791,-19.791,-19.791,-19.791,-19.791,-19.791
9073,1510003-097,2014-08-04,26.176,1510003,NITRATE (AS NO3),45.0,35.352059,-118.990192,-18.824,0,0,0,1,0,0,0,0,-18.824,-18.824,-18.824,-18.824,-18.824,-18.824,-18.824,-18.824
9074,1510003-097,2014-08-28,0.0,1510003,TETRACHLOROETHYLENE,5.0,35.352059,-118.990192,-5.0,0,0,0,0,0,1,0,0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0
9075,1510003-097,2014-09-02,23.4,1510003,NITRATE (AS NO3),45.0,35.352059,-118.990192,-21.6,0,0,0,1,0,0,0,0,-21.6,-21.6,-21.6,-21.6,-21.6,-21.6,-21.6,-21.6
9076,1510003-097,2014-10-06,24.668,1510003,NITRATE (AS NO3),45.0,35.352059,-118.990192,-20.332,0,0,0,1,0,0,0,0,-20.332,-20.332,-20.332,-20.332,-20.332,-20.332,-20.332,-20.332
9077,1510003-097,2014-11-03,24.197,1510003,NITRATE (AS NO3),45.0,35.352059,-118.990192,-20.803,0,0,0,1,0,0,0,0,-20.803,-20.803,-20.803,-20.803,-20.803,-20.803,-20.803,-20.803
9078,1510003-097,2014-11-24,0.0,1510003,TETRACHLOROETHYLENE,5.0,35.352059,-118.990192,-5.0,0,0,0,0,0,1,0,0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0
9079,1510003-097,2015-02-02,25.254,1510003,NITRATE (AS NO3),45.0,35.352059,-118.990192,-19.746,0,0,0,1,0,0,0,0,-19.746,-19.746,-19.746,-19.746,-19.746,-19.746,-19.746,-19.746
9080,1510003-097,2015-02-23,0.0,1510003,TETRACHLOROETHYLENE,5.0,35.352059,-118.990192,-5.0,0,0,0,0,0,1,0,0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0
9081,1510003-097,2015-03-02,25.216,1510003,NITRATE (AS NO3),45.0,35.352059,-118.990192,-19.784,0,0,0,1,0,0,0,0,-19.784,-19.784,-19.784,-19.784,-19.784,-19.784,-19.784,-19.784
